City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Biltine,TD,14.5333,20.9167,88.0,6,91,8.43,overcast clouds
347,Oyama,JP,36.3,139.8,57.0,53,20,6.91,few clouds
348,Damietta,EG,31.4165,31.8133,71.6,56,0,14.97,clear sky
349,Brazzaville,CG,-4.2658,15.2832,78.8,83,20,4.61,light rain
350,Linares,CL,-35.85,-71.6,78.64,27,98,3.2,overcast clouds
351,Havelock,US,34.8791,-76.9013,70.0,43,90,5.75,overcast clouds
352,Boa Vista,BR,2.8197,-60.6733,89.6,43,75,11.5,broken clouds
353,Calabar,NG,4.9517,8.322,76.1,89,99,3.22,overcast clouds
354,Cidreira,BR,-30.1811,-50.2056,71.55,77,52,14.34,broken clouds
355,Alice Springs,AU,-23.7,133.8833,42.8,70,0,5.48,clear sky
356,Bandarbeyla,SO,9.4942,50.8122,82.11,79,33,11.16,scattered clouds
357,Galeana,MX,24.8333,-100.0667,79.0,17,43,13.0,scattered clouds
358,Kaitangata,NZ,-46.2817,169.8464,55.0,73,88,3.0,overcast clouds
359,Mitzic,GA,0.7821,11.549,70.5,95,100,2.53,moderate rain
360,Aklavik,CA,68.2191,-135.0107,44.6,45,1,12.66,clear sky
361,Wasilla,US,61.5814,-149.4394,55.0,37,1,4.61,clear sky
362,Buchanan,LR,5.8808,-10.0467,82.4,83,40,8.39,scattered clouds
363,Albemarle,US,35.3501,-80.2001,71.01,35,75,4.61,broken clouds
364,Kralendijk,BQ,12.15,-68.2667,84.2,70,40,21.85,scattered clouds
365,Bengkulu,ID,-3.8004,102.2655,74.55,90,99,4.12,overcast clouds
366,Nome,US,64.5011,-165.4064,37.4,60,1,10.36,clear sky
367,San Policarpo,PH,12.1791,125.5072,75.65,93,100,26.73,heavy intensity rain
368,Mayumba,GA,-3.432,10.6554,78.84,85,100,3.65,overcast clouds
369,Belaya Glina,RU,46.07,40.86,50.0,96,100,3.74,overcast clouds
370,Kawalu,ID,-7.3817,108.2082,70.65,97,96,1.12,overcast clouds
371,Marsh Harbour,BS,26.5412,-77.0636,80.2,71,98,11.1,overcast clouds
372,Ketou,BJ,7.3633,2.5998,81.37,62,100,6.42,overcast clouds
373,Gaoua,BF,10.2992,-3.2508,94.6,27,59,3.04,broken clouds
374,Severo-Kurilsk,RU,50.6789,156.125,34.65,92,100,24.23,overcast clouds
375,Honiara,SB,-9.4333,159.95,78.37,86,89,3.2,overcast clouds
376,Cayenne,GF,4.9333,-52.3333,81.0,89,75,5.75,broken clouds
377,Souillac,MU,-20.5167,57.5167,77.0,94,75,12.66,light rain
378,Kalavai,IN,12.7703,79.42,81.07,81,92,4.65,overcast clouds
379,Vagur,FO,61.4732,-6.8119,43.95,75,100,9.82,overcast clouds
380,Killarney,IE,52.05,-9.5167,50.0,81,90,9.22,overcast clouds
381,Naze,JP,28.3667,129.4833,59.09,64,99,11.56,overcast clouds
382,Brandon,US,27.9378,-82.2859,86.0,66,1,13.8,clear sky
383,Mersing,MY,2.4312,103.8405,75.2,94,17,5.75,few clouds
384,Evensk,RU,61.95,159.2333,29.84,95,100,1.23,overcast clouds
385,Pundaguitan,PH,6.3711,126.1689,82.11,73,100,9.08,overcast clouds
386,Iracoubo,GF,5.4802,-53.2011,79.72,78,65,11.7,broken clouds
387,Jacareacanga,BR,-6.2222,-57.7528,76.68,93,97,1.57,light rain
388,Lamar,US,33.6668,-95.5836,68.0,42,40,8.05,scattered clouds
389,Makakilo City,US,21.3469,-158.0858,79.0,61,1,10.36,clear sky
390,Puerto Escondido,MX,15.85,-97.0667,84.2,74,1,9.22,clear sky
391,Port Hardy,CA,50.6996,-127.4199,57.2,62,1,4.61,clear sky
392,Ossora,RU,59.2353,163.0719,29.25,85,100,4.12,overcast clouds
393,Vanavara,RU,60.34,102.2797,20.66,84,100,8.25,overcast clouds
394,Ikom,NG,5.9667,8.7063,77.13,84,100,2.89,overcast clouds
395,Bullhead City,US,35.1478,-114.5683,78.01,9,1,26.46,clear sky
396,Elesbao Veloso,BR,-6.2019,-42.1403,80.22,74,100,3.13,heavy intensity rain
397,Sonoita,MX,31.85,-112.8333,78.01,18,0,1.01,clear sky
398,Flinders,AU,-34.5833,150.8552,52.0,85,2,1.01,clear sky
399,Portland,US,45.5234,-122.6762,78.01,30,47,3.0,scattered clouds
400,Umba,RU,66.6871,34.3429,32.92,84,100,9.42,overcast clouds
401,Aginskoye,RU,51.1,114.53,24.28,39,5,5.82,clear sky
402,Bogorodskoye,RU,56.55,37.8833,44.67,77,100,12.71,overcast clouds
403,Orapa,BW,-21.2833,25.3667,63.32,40,0,11.1,clear sky
404,Arlit,NE,18.7369,7.3853,90.95,5,31,7.83,scattered clouds
405,Simoes,BR,-7.5989,-40.8178,83.59,53,82,5.66,broken clouds
406,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.08,97,100,2.19,overcast clouds
407,Rokiskis,LT,55.9667,25.5833,46.24,70,1,7.43,clear sky
408,Kisangani,CD,0.5167,25.2,73.47,90,98,2.51,overcast clouds
409,Wamba,NG,8.9333,8.6,84.49,50,92,0.45,overcast clouds
410,Padang,ID,-0.9492,100.3543,76.17,88,29,3.24,scattered clouds
411,Emerald,AU,-23.5333,148.1667,62.6,55,0,9.22,clear sky
412,Jaguey Grande,CU,22.5269,-81.1286,93.2,46,75,6.91,broken clouds
413,Cape Coast,GH,5.1053,-1.2466,79.25,82,94,6.06,heavy intensity rain
414,Zhigansk,RU,66.7697,123.3711,0.72,98,99,3.38,overcast clouds
415,Koumac,NC,-20.5667,164.2833,75.78,79,89,2.46,overcast clouds
416,Mananjary,MG,-21.2167,48.3333,70.21,76,100,5.08,overcast clouds
417,Riyadh,SA,24.6877,46.7219,89.6,13,0,6.91,clear sky
418,Karoi,ZW,-16.8099,29.6925,55.24,91,70,5.23,broken clouds
419,Beringovskiy,RU,63.05,179.3167,30.54,96,100,5.46,overcast clouds
420,Nurota,UZ,40.5614,65.6886,57.2,54,55,6.91,broken clouds
421,Maragogi,BR,-9.0122,-35.2225,77.31,85,100,5.66,overcast clouds
422,Erdenet,MN,49.0333,104.0833,31.35,54,30,3.44,scattered clouds
423,Havoysund,NO,70.9963,24.6622,41.0,65,0,13.8,clear sky
424,Usogorsk,RU,63.4106,48.6872,27.52,72,35,2.95,scattered clouds
425,Porto Murtinho,BR,-21.6989,-57.8825,96.21,26,52,1.9,broken clouds
426,Mbandaka,CD,0.0487,18.2603,73.2,94,100,5.1,light rain
427,Bilma,NE,18.6853,12.9164,90.52,6,25,8.97,scattered clouds
428,Juba,SS,4.8517,31.5825,76.78,69,95,1.88,overcast clouds
429,Maloy,NO,61.9353,5.1136,48.2,57,0,4.61,clear sky
430,Ambilobe,MG,-13.2,49.05,74.32,85,57,4.0,broken clouds
431,Katsuura,JP,35.1333,140.3,53.6,43,20,5.75,few clouds
432,Sarata,UA,46.0197,29.6657,47.26,83,100,4.5,overcast clouds
433,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.4,49,90,9.22,overcast clouds
434,Ukiah,US,39.1502,-123.2078,82.99,22,1,8.37,clear sky
435,Orthez,FR,43.4884,-0.7724,51.8,58,0,6.91,clear sky
436,Portree,GB,57.4129,-6.1942,46.0,91,100,11.01,overcast clouds
437,Honningsvag,NO,70.9821,25.9704,41.0,65,0,13.8,clear sky
438,Sabha,LY,27.0377,14.4283,82.62,23,100,11.99,overcast clouds
439,Grand Gaube,MU,-20.0064,57.6608,75.0,86,100,5.01,light rain
440,Andrews,US,32.3187,-102.5457,57.2,33,90,4.61,overcast clouds
441,Vigrestad,NO,58.5667,5.7,46.0,67,3,6.44,clear sky
442,Bonavista,CA,48.6499,-53.1147,39.2,100,100,5.75,light rain
443,Jalu,LY,29.0331,21.5482,83.48,28,100,20.49,overcast clouds
444,Kenai,US,60.5544,-151.2583,42.8,52,40,13.8,scattered clouds
445,Quatre Cocos,MU,-20.2078,57.7625,77.0,94,75,12.66,moderate rain
446,Thomaston,US,32.8882,-84.3266,75.99,33,40,6.89,scattered clouds
447,Alofi,NU,-19.0595,-169.9187,77.0,88,49,2.3,scattered clouds
448,Taquarituba,BR,-23.5331,-49.2444,74.77,59,8,6.93,clear sky
449,Hervey Bay,AU,-25.2986,152.8535,61.0,87,0,4.0,clear sky
450,Siderno,IT,38.2779,16.302,53.6,71,75,6.91,broken clouds
451,Kathmandu,NP,27.7167,85.3167,55.4,88,20,3.44,few clouds
452,Chokurdakh,RU,70.6333,147.9167,8.69,90,100,17.29,overcast clouds
453,Santiago Del Estero,AR,-27.7951,-64.2615,84.15,49,30,9.28,scattered clouds
454,Santa Rita,BR,-7.1139,-34.9781,75.2,100,75,9.22,broken clouds
455,Bereda,ES,43.2686,-7.5406,55.0,64,100,3.0,overcast clouds
456,Hornepayne,CA,49.2138,-84.7705,52.41,34,100,7.49,overcast clouds
457,Trairi,BR,-3.2778,-39.2689,79.03,83,57,7.36,broken clouds
458,Grand Baie,MU,-20.0182,57.5802,75.0,86,100,5.01,light rain
459,Dandong,CN,40.1292,124.3947,42.8,78,3,5.79,clear sky
460,Troitskoye,RU,52.9821,84.6757,48.33,60,77,17.16,broken clouds
461,Tiznit,MA,29.5833,-9.5,61.84,72,54,4.9,broken clouds
462,Nabire,ID,-3.3667,135.4833,74.86,91,100,2.89,overcast clouds
463,Antalaha,MG,-14.9003,50.2788,74.82,91,99,10.71,light rain
464,Vardo,NO,70.3705,31.1107,35.6,75,0,14.97,clear sky
465,Saldanha,ZA,-33.0117,17.9442,66.2,77,6,5.75,clear sky
466,Half Moon Bay,US,37.4636,-122.4286,79.0,93,40,11.5,mist
467,Lalmohan,BD,22.3384,90.7419,79.68,83,0,8.88,clear sky
468,Winchester,GB,51.0651,-1.3187,51.8,54,0,6.91,clear sky
469,Zabol,AF,32.25,67.25,58.89,19,100,9.33,overcast clouds
470,Puerto Colombia,CO,10.9878,-74.9547,77.0,94,75,3.44,broken clouds
471,Staryy Nadym,RU,65.6118,72.6842,-5.08,97,12,10.78,few clouds
472,Barao De Melgaco,BR,-16.1944,-55.9675,87.8,51,75,5.75,broken clouds
473,San Patricio,US,28.017,-97.5169,64.4,55,90,13.8,overcast clouds
474,Snezhnogorsk,RU,69.1933,33.2531,35.6,75,0,2.24,clear sky
475,Mindelo,CV,16.8901,-24.9804,73.4,64,20,31.07,few clouds
476,Gazojak,TM,41.1875,61.4036,71.46,14,97,9.15,overcast clouds
477,Pochutla,MX,15.7432,-96.4661,89.01,58,90,9.22,overcast clouds
478,Mapiripan,CO,2.8892,-72.1256,82.17,78,100,7.81,overcast clouds
479,Acarau,BR,-2.8856,-40.12,80.64,80,100,12.01,moderate rain
480,Lagoa,PT,39.05,-27.9833,60.89,88,98,10.36,overcast clouds
481,Venado Tuerto,AR,-33.7456,-61.9688,84.0,23,1,12.66,clear sky
482,Lasem,ID,-6.6922,111.4527,76.33,85,99,3.91,overcast clouds
483,Catio,GW,11.2833,-15.25,78.73,68,100,10.45,overcast clouds
484,Ivankiv,UA,50.9386,29.8943,42.8,81,1,4.47,clear sky
485,Ca Mau,VN,9.1769,105.15,78.4,85,97,2.59,overcast clouds
486,Tynda,RU,55.1667,124.7167,18.59,69,100,12.95,overcast clouds
487,Itanhaem,BR,-24.1831,-46.7889,78.01,88,90,5.75,overcast clouds
488,Butterworth,MY,5.3991,100.3638,82.0,89,20,4.29,few clouds
489,Mpulungu,ZM,-8.7623,31.1141,71.53,74,24,11.7,few clouds
490,Zhezkazgan,KZ,47.8043,67.7144,54.05,62,49,7.85,scattered clouds
491,Tommot,RU,58.9564,126.2925,18.91,93,100,9.1,light snow
492,Port Macquarie,AU,-31.4333,152.9167,53.01,93,2,1.01,clear sky
493,Port Arthur,CN,38.8,121.2667,60.8,31,0,13.42,clear sky
494,Yilan,TW,24.757,121.753,64.0,99,58,3.06,light rain
495,Chumikan,RU,54.7183,135.315,27.84,96,100,10.31,light snow
496,Marevo,RU,57.3146,32.0804,44.55,68,62,7.4,broken clouds
497,Umm Lajj,SA,25.0213,37.2685,80.8,59,0,7.29,clear sky
498,Kotido,UG,2.9806,34.1331,76.35,51,77,17.54,broken clouds
499,Morada Nova,BR,-5.1067,-38.3725,78.42,83,99,5.95,overcast clouds
500,Taltal,CL,-25.4,-70.4833,67.73,74,30,6.85,scattered clouds
501,Vila Franca Do Campo,PT,37.7167,-25.4333,62.6,82,20,12.66,few clouds
502,Collie,AU,-33.3667,116.15,52.63,98,78,3.47,broken clouds
503,Athabasca,CA,54.7169,-113.2854,44.6,56,100,11.5,light rain
504,College,US,64.8569,-147.8028,51.8,40,40,3.44,scattered clouds
505,Goderich,CA,43.7501,-81.7165,42.8,75,100,9.22,overcast clouds
506,Aykhal,RU,66.0,111.5,-9.04,100,82,2.57,broken clouds
507,Lac Du Bonnet,CA,50.2536,-96.0612,28.0,99,100,8.99,overcast clouds
508,Aksarka,RU,66.5606,67.7975,-4.74,92,100,3.98,overcast clouds
509,Batticaloa,LK,7.7102,81.6924,81.07,77,99,7.23,overcast clouds
510,Tessalit,ML,20.1986,1.0114,88.68,11,3,11.21,clear sky
511,Olga,RU,43.7444,135.2892,46.58,56,8,9.51,clear sky
512,Ushtobe,KZ,45.2514,77.9838,61.68,30,100,10.42,overcast clouds
513,Nogliki,RU,51.8333,143.1667,31.28,98,100,23.89,snow
514,Katav-Ivanovsk,RU,54.7531,58.1956,32.05,58,100,8.52,overcast clouds
515,Denia,ES,38.8408,0.1057,57.99,62,0,7.0,clear sky
516,Halifax,CA,44.6453,-63.5724,42.8,81,100,11.5,overcast clouds
517,Barentu,ER,15.1139,37.5928,80.56,30,99,10.76,overcast clouds
518,Qui Nhon,VN,13.7667,109.2333,74.75,89,94,4.14,overcast clouds
519,Bonney Lake,US,47.1771,-122.1865,77.0,25,1,3.44,clear sky
520,Namerikawa,JP,36.7667,137.3333,48.0,92,92,7.85,overcast clouds
521,Pimentel,PE,-6.8367,-79.9342,77.0,61,0,14.97,clear sky
522,Lujiang,CN,31.2581,117.2817,57.0,81,88,4.47,overcast clouds
523,Leszno,PL,51.8403,16.5749,45.0,87,100,3.38,overcast clouds
524,Adrar,MR,20.5022,-10.0711,81.95,9,0,8.46,clear sky
525,Inuvik,CA,68.3499,-133.7218,46.4,39,16,6.91,few clouds
526,Kostomuksha,RU,64.571,30.5767,36.55,91,98,4.03,overcast clouds
527,Caloundra,AU,-26.8,153.1333,61.0,92,6,1.01,clear sky
528,Kloulklubed,PW,7.0419,134.2556,82.44,76,81,14.14,broken clouds
529,Tahta,EG,26.7693,31.5021,91.4,25,0,3.44,clear sky
530,Fort-Shevchenko,KZ,44.5086,50.263,54.81,79,73,11.61,broken clouds
531,Muroto,JP,33.2833,134.15,52.36,64,0,12.71,clear sky
532,Ratnagiri,IN,16.9833,73.3,80.94,82,3,3.24,clear sky
533,Real,PH,14.6625,121.6047,82.0,48,100,6.8,overcast clouds
534,Algiers,DZ,36.7525,3.042,53.6,71,20,5.75,few clouds
535,Ende,ID,-8.8432,121.6623,76.37,85,100,1.66,overcast clouds
536,Muyezerskiy,RU,63.9333,31.65,33.55,91,8,3.33,clear sky
537,Nioki,CD,-2.7167,17.6833,74.97,93,100,2.33,overcast clouds
538,Presidente Dutra,BR,-5.29,-44.49,77.27,92,100,3.11,light rain
539,Miram Shah,PK,33.0086,70.0697,65.41,68,24,2.68,few clouds
540,Muisne,EC,0.6,-80.0333,84.2,79,75,5.75,broken clouds
541,Krasnoturansk,RU,54.3186,91.5639,37.4,60,0,8.95,clear sky
542,Balikpapan,ID,-1.2675,116.8289,75.34,89,100,5.14,overcast clouds
543,Sillamae,EE,59.3997,27.7547,42.3,71,1,10.09,clear sky
544,Busca,IT,44.5181,7.4743,48.99,76,75,8.05,broken clouds
545,Udachnyy,RU,66.4167,112.4,-12.86,100,98,3.02,overcast clouds
546,Hojai,IN,26.0,92.8667,70.57,85,13,4.65,few clouds
547,Yar-Sale,RU,66.8333,70.8333,-6.0,99,95,8.14,overcast clouds
548,Svetlogorsk,BY,52.6333,29.7333,42.96,87,34,6.33,scattered clouds
549,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,88.23,39,73,6.6,broken clouds
550,Cabatuan,PH,10.8794,122.486,77.5,76,100,5.55,overcast clouds
551,Guerrero Negro,MX,27.9769,-114.0611,68.68,56,4,13.15,clear sky
552,Yamada,JP,39.4667,141.95,47.82,79,95,9.01,overcast clouds
553,Hamilton,US,39.1834,-84.5333,64.99,25,1,11.5,clear sky
554,Shache,CN,38.4167,77.2406,59.52,38,100,17.43,overcast clouds
555,Scarborough,GB,54.2797,-0.4044,44.01,78,25,3.36,scattered clouds
556,Morondava,MG,-20.2833,44.2833,77.54,65,99,1.23,overcast clouds
557,Det Udom,TH,14.906,105.0784,84.0,88,88,4.83,overcast clouds
558,Rovaniemi,FI,66.5,25.7167,44.6,49,0,5.75,clear sky
559,Turbat,PK,26.0023,63.044,82.33,32,73,3.58,broken clouds
560,Kaduy,RU,59.2,37.15,41.0,52,0,8.95,clear sky
561,Lata,PT,40.1629,-8.3327,64.0,67,20,5.75,few clouds
562,Geraldton,AU,-28.7667,114.6,62.6,63,90,11.5,overcast clouds
563,Kayerkan,RU,69.3497,87.7602,-18.33,98,66,3.04,broken clouds
564,Valleyview,CA,55.0667,-117.2859,39.2,60,100,9.22,overcast clouds
565,Nipawin,CA,53.3668,-104.0009,33.8,47,20,12.66,few clouds
566,Champasak,LA,14.75,106.0,71.76,95,58,2.64,broken clouds
567,Vuktyl,RU,63.8567,57.3094,20.82,73,36,4.54,scattered clouds
568,Homer,US,59.6425,-151.5483,55.4,50,75,4.61,broken clouds
569,Saint-Pierre,RE,-21.3393,55.4781,75.2,78,90,11.5,overcast clouds
570,Aswan,EG,24.0934,32.907,88.34,28,0,15.01,clear sky
571,Tiksi,RU,71.6872,128.8694,5.9,88,100,11.86,overcast clouds
572,Teplyk,UA,48.6657,29.745,48.36,77,100,6.26,overcast clouds
573,Sisimiut,GL,66.9395,-53.6735,20.34,66,100,14.2,overcast clouds
574,Pushkino,RU,56.0172,37.8667,50.0,50,0,8.95,clear sky
575,Yertsevo,RU,60.7966,40.086,31.1,71,5,5.68,clear sky
576,Maningrida,AU,-12.0667,134.2667,71.47,80,100,7.63,overcast clouds
577,Salinopolis,BR,-0.6136,-47.3561,77.31,86,100,6.31,overcast clouds
578,Lazaro Cardenas,MX,17.9583,-102.2,82.72,44,0,10.51,clear sky
579,Waddan,LY,29.1614,16.139,70.05,53,80,13.73,broken clouds
580,Nuevo Progreso,MX,23.1667,-97.95,69.01,49,54,8.99,broken clouds
581,Mnogovershinnyy,RU,53.9353,139.9242,27.12,96,100,6.24,overcast clouds
582,Nemuro,JP,43.3236,145.575,40.06,95,89,14.09,light rain
583,Teknaf,BD,20.8624,92.3058,75.18,89,5,2.73,clear sky
584,Cam Ranh,VN,11.9214,109.1591,78.8,83,20,2.3,few clouds
585,Prince Rupert,CA,54.3161,-130.3201,64.4,42,1,5.75,clear sky
586,Catuday,PH,16.2923,119.8062,78.89,76,95,2.75,overcast clouds
587,Mitsamiouli,KM,-11.3847,43.2844,80.56,78,7,11.18,light rain
588,Jutai,BR,-5.1833,-68.9,73.33,98,100,3.15,overcast clouds
589,Seddon,AU,-37.8068,144.8916,57.0,87,75,6.91,broken clouds
590,Sorada,IN,19.75,84.4333,80.53,61,0,2.39,clear sky
591,Churapcha,RU,62.0025,132.4325,19.06,94,100,8.14,light snow
592,Rodental,DE,50.2833,11.0667,46.99,93,97,1.01,light rain
593,Aviles,ES,43.5547,-5.9248,53.01,76,0,6.91,clear sky
594,Kapoeta,SS,4.7717,33.5903,83.39,45,35,15.26,scattered clouds
595,Jackson,US,42.4165,-122.8345,78.01,26,1,3.44,clear sky
596,Eidfjord,NO,60.4675,7.0719,25.0,87,13,7.54,few clouds
597,Mahon,ES,39.8885,4.2658,50.0,62,0,4.61,clear sky
598,Ekhabi,RU,53.5102,142.9671,31.39,98,100,13.89,overcast clouds
599,Pacific Grove,US,36.6177,-121.9166,78.01,63,1,5.75,clear sky
600,Back Mountain,US,41.3359,-75.9963,57.99,49,75,6.33,broken clouds
601,Santa Helena De Goias,BR,-17.8136,-50.5969,83.44,46,67,4.54,broken clouds
602,Sakakah,SA,29.9697,40.2064,78.8,17,0,6.91,clear sky
603,Nalut,LY,30.3333,10.85,63.93,23,0,9.57,clear sky
604,Ucluelet,CA,48.9329,-125.5528,64.0,63,1,8.05,clear sky
605,Pangnirtung,CA,66.1451,-65.7125,17.6,67,20,3.44,few clouds
606,Aguada De Pasajeros,CU,22.385,-80.8508,89.6,51,20,17.27,few clouds
607,Mayo,US,38.8876,-76.5119,64.99,55,90,11.5,overcast clouds
608,Birr,IE,53.0914,-7.9133,48.0,88,100,5.99,overcast clouds
609,Richards Bay,ZA,-28.783,32.0377,68.65,66,0,13.73,clear sky
610,Kenora,CA,49.8167,-94.4337,28.4,80,90,17.27,light snow
611,Asyut,EG,27.181,31.1837,91.4,25,0,6.91,clear sky
612,Seoul,KR,37.5683,126.9778,42.8,87,0,9.22,clear sky
613,Mehamn,NO,71.0357,27.8492,37.4,70,0,17.27,clear sky
614,Ribeira Brava,PT,32.65,-17.0667,62.01,90,1,1.99,clear sky
615,Kettering,US,39.6895,-84.1688,62.01,25,1,10.36,clear sky
616,Saint-Augustin,CA,51.226,-58.6502,36.25,95,100,21.36,overcast clouds
617,Port Lincoln,AU,-34.7333,135.8667,57.25,82,0,7.81,clear sky
618,Buin,CL,-33.7333,-70.75,75.2,41,37,4.61,haze
619,Boende,CD,-0.2167,20.8667,76.14,84,100,3.78,light rain
620,Chishtian Mandi,PK,29.8,72.8667,78.31,25,46,8.77,scattered clouds
621,Thinadhoo,MV,0.5333,72.9333,82.49,64,99,6.62,overcast clouds
622,Lasa,IT,46.6166,10.7002,55.4,60,20,8.05,few clouds
623,Paarl,ZA,-33.7338,18.9752,66.2,82,0,10.36,clear sky
624,Benemerito De Las Americas,MX,16.5167,-90.6439,99.95,31,13,3.85,few clouds
625,Pathein,MM,16.7833,94.7333,77.88,80,0,4.61,clear sky
626,Bonthe,SL,7.5264,-12.505,81.88,76,44,9.04,scattered clouds
627,Alekseyevsk,RU,57.8406,108.3492,10.4,95,83,3.53,broken clouds
628,Severobaykalsk,RU,55.65,109.3167,12.54,79,100,4.72,overcast clouds
629,Manakara,MG,-22.1333,48.0167,69.22,74,100,3.76,overcast clouds
630,Nanzhou,CN,29.3596,112.4024,55.33,94,100,3.53,overcast clouds
631,Abha,SA,18.2164,42.5053,68.0,59,20,12.86,few clouds
632,Finschhafen,PG,-6.6024,147.8681,79.84,78,100,2.75,overcast clouds
633,Krasnoselkup,RU,65.7,82.4667,-11.47,93,19,15.05,few clouds
634,Novobohdanivka,UA,47.0819,35.3272,46.15,85,58,4.56,broken clouds
635,Celestun,MX,20.8667,-90.4,85.15,73,16,15.19,few clouds
636,Zavolzhsk,RU,57.4823,42.1378,40.14,81,100,10.6,overcast clouds
637,Mishelevka,RU,52.8575,103.1719,29.35,55,73,5.14,broken clouds
638,Shakawe,BW,-18.3667,21.85,64.22,47,0,6.17,clear sky
639,Darnah,LY,32.767,22.6367,64.2,77,100,10.29,overcast clouds
640,Tandalti,SD,13.0167,31.8667,87.82,7,40,8.93,scattered clouds
641,Rio Brilhante,BR,-21.8019,-54.5464,89.24,29,5,8.43,clear sky
642,Malakal,SS,9.5334,31.6605,92.39,12,93,4.65,overcast clouds
643,Mennecy,FR,48.569,2.4438,50.0,71,0,6.91,clear sky
644,Ardabil,IR,38.2498,48.2933,59.18,59,100,2.48,overcast clouds
645,Loiza,PR,18.4313,-65.8802,91.4,43,40,11.5,scattered clouds
646,Beipiao,CN,41.7919,120.7792,55.9,20,100,7.16,overcast clouds
647,Bulgan,MN,48.8125,103.5347,33.24,55,4,2.57,clear sky
648,Tanga,TZ,-5.0667,39.1,73.51,91,100,13.06,moderate rain
649,Tateyama,JP,34.9833,139.8667,53.6,43,20,5.75,few clouds
650,Eucaliptus,BO,-17.5833,-67.5167,64.26,13,0,9.42,clear sky
651,Grand-Lahou,CI,5.1367,-5.0242,81.34,80,89,9.33,overcast clouds
652,Cavalcante,BR,-13.7975,-47.4583,77.61,68,58,2.77,broken clouds
653,Vazante,BR,-17.9869,-46.9078,73.33,74,37,0.98,scattered clouds
654,Lerwick,GB,60.1545,-1.1494,44.6,87,100,11.5,overcast clouds
655,Ladan,UA,50.5196,32.5818,39.51,90,79,6.96,broken clouds
656,West Bay,KY,19.3667,-81.4167,86.0,70,20,13.8,few clouds
657,Prado,BR,-17.3411,-39.2208,78.17,78,65,9.62,broken clouds
658,Mitu,CO,1.1983,-70.1733,74.62,93,100,3.85,overcast clouds
659,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,64,20,18.41,few clouds
660,Kashi,CN,39.4547,75.9797,64.4,19,75,15.66,broken clouds
661,Mendota,US,36.7536,-120.3816,80.01,24,1,5.75,clear sky
662,Longyan,CN,25.1072,117.0225,60.46,93,100,1.7,overcast clouds
663,Hami,CN,42.8,93.45,59.34,27,29,14.27,scattered clouds
664,Kabwe,ZM,-14.4469,28.4464,60.76,81,98,6.33,overcast clouds
665,Tshikapa,CD,-6.4167,20.8,72.79,90,63,2.51,broken clouds
666,Garowe,SO,8.4054,48.4845,76.51,78,2,15.05,clear sky
667,Ponta Delgada,PT,37.7333,-25.6667,62.6,82,20,12.66,few clouds
668,Waipawa,NZ,-41.4122,175.5153,61.0,72,58,13.8,broken clouds
669,Brebes,ID,-6.8706,109.0369,77.38,83,78,6.38,broken clouds
670,Tamandare,BR,-8.7597,-35.1047,77.59,85,86,6.49,overcast clouds
671,Yurimaguas,PE,-5.9,-76.0833,91.4,52,20,4.61,few clouds
672,Hambantota,LK,6.1241,81.1185,79.61,79,17,10.27,few clouds
673,Upington,ZA,-28.4478,21.2561,73.4,33,0,6.91,clear sky
674,Narrabri,AU,-30.3167,149.7833,48.2,87,0,3.44,clear sky
675,Port Blair,IN,11.6667,92.75,80.87,76,48,7.56,scattered clouds
676,Talcahuano,CL,-36.7167,-73.1167,62.6,67,40,9.22,scattered clouds
677,Hovd,MN,48.0056,91.6419,41.85,34,73,9.66,broken clouds
678,Nicoya,CR,10.1483,-85.452,86.0,66,75,11.5,broken clouds
679,Marathon,US,44.9,-89.7668,60.8,25,40,10.36,scattered clouds
680,Murdochville,CA,48.9583,-65.5006,33.8,93,98,3.44,overcast clouds
681,Izhma,RU,65.0083,53.9113,21.29,86,21,1.61,few clouds
682,Gonbad-E Qabus,IR,37.25,55.1672,67.14,31,62,1.52,broken clouds
683,Lavrentiya,RU,65.5833,-171.0,24.58,92,99,4.07,overcast clouds
684,Tulancingo,MX,20.0833,-98.3667,72.07,40,9,3.42,clear sky
685,Oytal,KZ,42.9057,73.2697,52.88,60,41,9.04,scattered clouds
686,Mudanya,TR,40.3753,28.8822,59.0,77,75,17.27,light rain
687,Seydi,TM,39.4816,62.9137,71.65,27,16,6.51,few clouds
688,Zagora,MA,30.3484,-5.8365,79.21,19,40,9.06,scattered clouds
689,Sinnamary,GF,5.3833,-52.95,80.67,74,75,11.23,broken clouds
690,Raudeberg,NO,61.9875,5.1352,46.0,59,0,12.39,clear sky
691,Tazovskiy,RU,67.4667,78.7,-13.0,99,27,9.46,scattered clouds
692,Marrakesh,MA,31.6315,-8.0083,78.8,27,0,6.91,clear sky
693,Novo Aripuana,BR,-5.1206,-60.3797,81.48,82,69,1.39,moderate rain
694,Ayan,RU,56.45,138.1667,27.61,96,100,10.13,light snow
695,Maun,BW,-19.9833,23.4167,66.2,52,0,6.91,clear sky
696,Sungaipenuh,ID,-2.0833,101.3833,62.8,97,84,1.12,broken clouds
